gene_id	Uniprot	Pfam	Refseq	Nr	Tigrfam	COG	KEGG	Pathway	GO
assembly_00082	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA`	PF13175.3`AAA_15`AAA ATPase domain;PF13304.3`AAA_21`AAA domain, putative AbiEii toxin, Type IV TA system;PF13604.3`AAA_30`AAA domain;PF13476.3`AAA_23`AAA domain;PF01078.18`Mg_chelatase`Magnesium chelatase, subunit ChlI;PF00005.24`ABC_tran`ABC transporter;PF13555.3`AAA_29`P-loop containing region of AAA domain;PF13191.3`AAA_16`AAA ATPase domain;PF13514.3`AAA_27`AAA domain	WP_024862736.1`daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein [Pediococcus acidilactici]	TIGR02211`LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein;TIGR03522`GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA;TIGR02770`nickel_nikD: nickel import ATP-binding protein NikD;TIGR03608`L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group;TIGR01978`sufC: FeS assembly ATPase SufC;TIGR02857`CydD: thiol reductant ABC exporter, CydD subunit;TIGR01166`cbiO: cobalt ABC transporter, ATP-binding protein;TIGR04521`ECF_ATPase_2: energy-coupling factor transporter ATPase;TIGR03411`urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD;TIGR01288`nodI: nodulation ABC transporter NodI;TIGR00972`3a0107s01c2: phosphate ABC transporter, ATP-binding protein;TIGR03265`PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein;TIGR02142`modC_ABC: molybdate ABC transporter, ATP-binding protein;TIGR02673`FtsE: cell division ATP-binding protein FtsE;TIGR02315`ABC_phnC: phosphonate ABC transporter, ATP-binding protein;TIGR02204`MsbA_rel: ABC transporter, permease/ATP-binding protein;TIGR03719`ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family;TIGR04406`LPS_export_lptB: LPS export ABC transporter ATP-binding protein;TIGR01188`drrA: daunorubicin resistance ABC transporter, ATP-binding protein;TIGR01842`type_I_sec_PrtD: type I secretion system ATPase;TIGR03797`NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein;TIGR03375`type_I_sec_LssB: type I secretion system ATPase;TIGR00956`3a01205: pleiotropic drug resistance family protein;TIGR02203`MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA;TIGR02324`CP_lyasePhnL: phosphonate C-P lyase system protein PhnL;TIGR03415`ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein;TIGR00955`3a01204: pigment precursor permease;TIGR02769`nickel_nikE: nickel import ATP-binding protein NikE;TIGR01187`potA: polyamine ABC transporter, ATP-binding protein;TIGR00954`3a01203: peroxysomal long chain fatty acyl transporter;TIGR03258`PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT;TIGR00958`3a01208: antigen peptide transporter 2;TIGR03771`anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit;TIGR01184`ntrCD: nitrate ABC transporter, ATP-binding proteins C and D;TIGR04520`ECF_ATPase_1: energy-coupling factor transporter ATPase;TIGR01193`bacteriocin_ABC: ABC-type bacteriocin transporter;TIGR01194`cyc_pep_trnsptr: cyclic peptide transporter;TIGR01277`thiQ: thiamine ABC transporter, ATP-binding protein;TIGR02633`xylG: D-xylose ABC transporter, ATP-binding protein;TIGR03873`F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein;TIGR03740`galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit;TIGR01189`ccmA: heme ABC exporter, ATP-binding protein CcmA;TIGR03005`ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA;TIGR02868`CydC: thiol reductant ABC exporter, CydC subunit;TIGR01846`type_I_sec_HlyB: type I secretion system ATPase;TIGR03864`PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system;TIGR03796`NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein;TIGR01257`rim_protein: rim ABC transporter;TIGR00968`3a0106s01: sulfate ABC transporter, ATP-binding protein;TIGR03269`met_CoM_red_A2: methyl coenzyme M reductase system, component A2;TIGR02314`ABC_MetN: D-methionine ABC transporter, ATP-binding protein;TIGR03410`urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE;TIGR01186`proV: glycine betaine/L-proline transport ATP binding subunit;TIGR01192`chvA: glucan exporter ATP-binding protein;TIGR02982`heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family;TIGR02323`CP_lyasePhnK: phosphonate C-P lyase system protein PhnK	-	-	-	GO:0005524`ATP binding`molecular_function;GO:0009898`cytoplasmic side of plasma membrane`cellular_component;GO:0046677`response to antibiotic`biological_process;GO:0016887`ATPase activity`molecular_function;GO:0005525`GTP binding`molecular_function;GO:0043215`daunorubicin transport`biological_process;GO:1900753`doxorubicin transport`biological_process
assembly_01885	DNA protection during starvation protein`	PF00210.21`Ferritin`Ferritin-like domain	WP_024863157.1`DNA starvation/stationary phase protection protein	DNA starvation/stationary phase protection protein [Pediococcus acidilactici]	-	DNA-binding ferritin-like protein (oxidative damage protectant)`Inorganic ion transport and metabolism`P	-	-	GO:0006879`cellular iron ion homeostasis`biological_process;GO:0008199`ferric iron binding`molecular_function;GO:0009405`pathogenesis`biological_process;GO:0016722`oxidoreductase activity, oxidizing metal ions`molecular_function;GO:0005737`cytoplasm`cellular_component
assembly_01099	Uncharacterized ABC transporter ATP-binding protein YhcH`	PF13476.3`AAA_23`AAA domain;PF02463.16`SMC_N`RecF/RecN/SMC N terminal domain;PF13555.3`AAA_29`P-loop containing region of AAA domain;PF13191.3`AAA_16`AAA ATPase domain;PF00005.24`ABC_tran`ABC transporter;PF13175.3`AAA_15`AAA ATPase domain;PF13245.3`AAA_19`Part of AAA domain;PF13304.3`AAA_21`AAA domain, putative AbiEii toxin, Type IV TA system;PF07728.11`AAA_5`AAA domain (dynein-related subfamily);PF13604.3`AAA_30`AAA domain;PF02492.16`cobW`CobW/HypB/UreG, nucleotide-binding domain	WP_024862372.1`ATP-binding cassette domain-containing protein	ATP-binding cassette domain-containing protein [Pediococcus acidilactici]	TIGR02203`MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA;TIGR03375`type_I_sec_LssB: type I secretion system ATPase;TIGR00956`3a01205: pleiotropic drug resistance family protein;TIGR01188`drrA: daunorubicin resistance ABC transporter, ATP-binding protein;TIGR03797`NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein;TIGR01842`type_I_sec_PrtD: type I secretion system ATPase;TIGR02204`MsbA_rel: ABC transporter, permease/ATP-binding protein;TIGR03719`ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family;TIGR04406`LPS_export_lptB: LPS export ABC transporter ATP-binding protein;TIGR02315`ABC_phnC: phosphonate ABC transporter, ATP-binding protein;TIGR02142`modC_ABC: molybdate ABC transporter, ATP-binding protein;TIGR03265`PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein;TIGR02673`FtsE: cell division ATP-binding protein FtsE;TIGR03411`urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD;TIGR01288`nodI: nodulation ABC transporter NodI;TIGR00972`3a0107s01c2: phosphate ABC transporter, ATP-binding protein;TIGR04521`ECF_ATPase_2: energy-coupling factor transporter ATPase;TIGR02857`CydD: thiol reductant ABC exporter, CydD subunit;TIGR01166`cbiO: cobalt ABC transporter, ATP-binding protein;TIGR01978`sufC: FeS assembly ATPase SufC;TIGR02770`nickel_nikD: nickel import ATP-binding protein NikD;TIGR03608`L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group;TIGR02211`LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein;TIGR03522`GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA;TIGR01271`CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR);TIGR01192`chvA: glucan exporter ATP-binding protein;TIGR02982`heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family;TIGR02323`CP_lyasePhnK: phosphonate C-P lyase system protein PhnK;TIGR03410`urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE;TIGR02314`ABC_MetN: D-methionine ABC transporter, ATP-binding protein;TIGR01186`proV: glycine betaine/L-proline transport ATP binding subunit;TIGR00968`3a0106s01: sulfate ABC transporter, ATP-binding protein;TIGR03269`met_CoM_red_A2: methyl coenzyme M reductase system, component A2;TIGR03864`PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system;TIGR03796`NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein;TIGR01257`rim_protein: rim ABC transporter;TIGR02868`CydC: thiol reductant ABC exporter, CydC subunit;TIGR03005`ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA;TIGR01189`ccmA: heme ABC exporter, ATP-binding protein CcmA;TIGR01846`type_I_sec_HlyB: type I secretion system ATPase;TIGR00957`MRP_assoc_pro: multi drug resistance-associated protein (MRP);TIGR03740`galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit;TIGR03873`F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein;TIGR01277`thiQ: thiamine ABC transporter, ATP-binding protein;TIGR01193`bacteriocin_ABC: ABC-type bacteriocin transporter;TIGR02633`xylG: D-xylose ABC transporter, ATP-binding protein;TIGR01194`cyc_pep_trnsptr: cyclic peptide transporter;TIGR03771`anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit;TIGR04520`ECF_ATPase_1: energy-coupling factor transporter ATPase;TIGR01184`ntrCD: nitrate ABC transporter, ATP-binding proteins C and D;TIGR00958`3a01208: antigen peptide transporter 2;TIGR03258`PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT;TIGR00954`3a01203: peroxysomal long chain fatty acyl transporter;TIGR02769`nickel_nikE: nickel import ATP-binding protein NikE;TIGR01187`potA: polyamine ABC transporter, ATP-binding protein;TIGR00955`3a01204: pigment precursor permease;TIGR02324`CP_lyasePhnL: phosphonate C-P lyase system protein PhnL;TIGR03415`ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein	ABC-type multidrug transport system, ATPase component`Defense mechanisms`V	-	-	GO:0005524`ATP binding`molecular_function;GO:0016887`ATPase activity`molecular_function
assembly_01355	-	-	-	-	-	-	-	-	-
assembly_01631	Lipoteichoic acid synthase 1`	PF00884.20`Sulfatase`Sulfatase;PF10982.5`DUF2789`Protein of unknown function (DUF2789);PF01663.19`Phosphodiest`Type I phosphodiesterase / nucleotide pyrophosphatase	WP_024862602.1`LTA synthase family protein	LTA synthase family protein [Pediococcus acidilactici]	TIGR03417`chol_sulfatase: choline-sulfatase	Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily`Cell wall/membrane/envelope biogenesis`M	assembly_01631`K19005	Glycerolipid metabolism`ko00561	GO:0005886`plasma membrane`cellular_component;GO:0070395`lipoteichoic acid biosynthetic process`biological_process;GO:0046872`metal ion binding`molecular_function;GO:0016740`transferase activity`molecular_function;GO:0008484`sulfuric ester hydrolase activity`molecular_function;GO:0016021`integral component of membrane`cellular_component;GO:0005576`extracellular region`cellular_component;GO:0071555`cell wall organization`biological_process
assembly_00991	-	PF15891.2`Nuc_deoxyri_tr2`Nucleoside 2-deoxyribosyltransferase like;PF05014.12`Nuc_deoxyrib_tr`Nucleoside 2-deoxyribosyltransferase	WP_002830304.1`nucleoside deoxyribosyltransferase	nucleoside deoxyribosyltransferase [Pediococcus acidilactici]	-	-	assembly_00991`K08728	Pyrimidine metabolism`ko00240	-
assembly_00142	Pyrimidine-specific ribonucleoside hydrolase RihA`	PF01156.16`IU_nuc_hydro`Inosine-uridine preferring nucleoside hydrolase	WP_024862704.1`nucleoside hydrolase	nucleoside hydrolase [Pediococcus acidilactici]	-	-	-	-	GO:0045437`uridine nucleosidase activity`molecular_function;GO:0015949`nucleobase-containing small molecule interconversion`biological_process;GO:0006206`pyrimidine nucleobase metabolic process`biological_process
assembly_00670	-	-	WP_002832187.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00089	-	-	WP_024862732.1`membrane protein	membrane protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00167	Extracellular exo-alpha-(1-5)-L-arabinofuranosidase`	PF04041.10`Glyco_hydro_130`beta-1,4-mannooligosaccharide phosphorylase;PF04616.11`Glyco_hydro_43`Glycosyl hydrolases family 43	WP_024862689.1`family 43 glycosylhydrolase	family 43 glycosylhydrolase [Pediococcus acidilactici]	-	Beta-xylosidase, GH43 family`Carbohydrate transport and metabolism`G	-	-	GO:0005576`extracellular region`cellular_component;GO:0031222`arabinan catabolic process`biological_process;GO:0046373`L-arabinose metabolic process`biological_process;GO:0046556`alpha-L-arabinofuranosidase activity`molecular_function
assembly_00760	Protein RecA`	PF08423.8`Rad51`Rad51;PF13479.3`AAA_24`AAA domain;PF00154.18`RecA`recA bacterial DNA recombination protein;PF13191.3`AAA_16`AAA ATPase domain;PF06745.10`ATPase`KaiC;PF01637.15`ATPase_2`ATPase domain predominantly from Archaea;PF13481.3`AAA_25`AAA domain	WP_002832084.1`recombinase RecA	recombinase RecA [Pediococcus acidilactici]	TIGR02012`tigrfam_recA: protein RecA;TIGR02237`recomb_radB: DNA repair and recombination protein RadB;TIGR02238`recomb_DMC1: meiotic recombinase Dmc1;TIGR02239`recomb_RAD51: DNA repair protein RAD51;TIGR03881`KaiC_arch_4: KaiC domain protein, PAE1156 family;TIGR02236`recomb_radA: DNA repair and recombination protein RadA	-	assembly_00760`K03553	Homologous recombination`ko03440	GO:0005737`cytoplasm`cellular_component;GO:0009432`SOS response`biological_process;GO:0006310`DNA recombination`biological_process;GO:0005524`ATP binding`molecular_function;GO:0003684`damaged DNA binding`molecular_function;GO:0003697`single-stranded DNA binding`molecular_function;GO:0008094`DNA-dependent ATPase activity`molecular_function;GO:0006281`DNA repair`biological_process
assembly_00237	Manganese ABC transporter substrate-binding lipoprotein`	PF01297.14`ZnuA`Zinc-uptake complex component A periplasmic	WP_024862662.1`metal ABC transporter substrate-binding protein	metal ABC transporter substrate-binding protein [Pediococcus acidilactici]	TIGR03772`anch_rpt_subst: anchored repeat ABC transporter, substrate-binding protein	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA`Inorganic ion transport and metabolism`P	-	-	GO:0005886`plasma membrane`cellular_component;GO:0007155`cell adhesion`biological_process;GO:0030001`metal ion transport`biological_process;GO:0046872`metal ion binding`molecular_function
assembly_01724	Propanediol utilization protein PduA`	PF00936.16`BMC`BMC domain	WP_002830161.1`BMC domain-containing protein	BMC domain-containing protein [Pediococcus acidilactici]	TIGR02526`eut_PduT: PduT-like ethanolamine utilization protein	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN`Secondary metabolites biosynthesis, transport and catabolism`Q	-	-	-
assembly_00498	-	PF06115.8`DUF956`Domain of unknown function (DUF956)	WP_005921580.1`DUF956 family protein	DUF956 family protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00452	ATP-dependent RNA helicase CshA`	PF00270.26`DEAD`DEAD/DEAH box helicase;PF00271.28`Helicase_C`Helicase conserved C-terminal domain;PF04851.12`ResIII`Type III restriction enzyme, res subunit	WP_002832415.1`DEAD/DEAH box helicase	DEAD/DEAH box helicase [Pediococcus acidilactici]	TIGR00614`recQ_fam: ATP-dependent DNA helicase, RecQ family;TIGR01587`cas3_core: CRISPR-associated helicase Cas3;TIGR03817`DECH_helic: helicase/secretion neighborhood putative DEAH-box helicase;TIGR04121`DEXH_lig_assoc: DEXH box helicase, DNA ligase-associated;TIGR01389`recQ: ATP-dependent DNA helicase RecQ;TIGR00631`uvrb: excinuclease ABC subunit B;TIGR00643`recG: ATP-dependent DNA helicase RecG;TIGR04095`dnd_restrict_1: DNA phosphorothioation system restriction enzyme	Superfamily II DNA and RNA helicase`Replication, recombination and repair`L	assembly_00452`K05592	RNA degradation`ko03018	GO:0010501`RNA secondary structure unwinding`biological_process;GO:0003723`RNA binding`molecular_function;GO:0005886`plasma membrane`cellular_component;GO:0005524`ATP binding`molecular_function;GO:0006401`RNA catabolic process`biological_process;GO:0003724`RNA helicase activity`molecular_function;GO:0005737`cytoplasm`cellular_component
assembly_00514	Glutamate--tRNA ligase`	PF00749.18`tRNA-synt_1c`tRNA synthetases class I (E and Q), catalytic domain;PF01921.15`tRNA-synt_1f`tRNA synthetases class I (K)	WP_002832359.1`glutamate--tRNA ligase	glutamate--tRNA ligase [Pediococcus acidilactici]	TIGR00464`gltX_bact: glutamate--tRNA ligase;TIGR03838`queuosine_YadB: glutamyl-queuosine tRNA(Asp) synthetase;TIGR00440`glnS: glutamine--tRNA ligase;TIGR00463`gltX_arch: glutamate--tRNA ligase	Glutamyl- or glutaminyl-tRNA synthetase`Translation, ribosomal structure and biogenesis`J	assembly_00514`K09698	Aminoacyl-tRNA biosynthesis`ko00970	GO:0004818`glutamate-tRNA ligase activity`molecular_function;GO:0008270`zinc ion binding`molecular_function;GO:0005524`ATP binding`molecular_function;GO:0000049`tRNA binding`molecular_function;GO:0006424`glutamyl-tRNA aminoacylation`biological_process;GO:0005737`cytoplasm`cellular_component
assembly_00996	Dihydrofolate reductase`	PF00186.16`DHFR_1`Dihydrofolate reductase	WP_008841056.1`dihydrofolate reductase	dihydrofolate reductase [Pediococcus acidilactici]	-	Dihydrofolate reductase`Coenzyme transport and metabolism`H	assembly_00996`K00287	One carbon pool by folate`ko00670;Folate biosynthesis`ko00790	GO:0050661`NADP binding`molecular_function;GO:0006730`one-carbon metabolic process`biological_process;GO:0046655`folic acid metabolic process`biological_process;GO:0004146`dihydrofolate reductase activity`molecular_function;GO:0046452`dihydrofolate metabolic process`biological_process;GO:0005829`cytosol`cellular_component;GO:0006545`glycine biosynthetic process`biological_process;GO:0046654`tetrahydrofolate biosynthetic process`biological_process
assembly_00805	-	PF13544.3`N_methyl_2`Type IV pilin N-term methylation site GFxxxE;PF15980.2`ComGF`Putative Competence protein ComGF;PF10864.5`DUF2663`Protein of unknown function (DUF2663)	WP_008842342.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00044	-	PF02452.14`PemK_toxin`PemK-like, MazF-like toxin of type II toxin-antitoxin system	WP_005919878.1`type II toxin-antitoxin system PemK/MazF family toxin	type II toxin-antitoxin system PemK/MazF family toxin [Pediococcus acidilactici]	-	-	-	-	-
assembly_01546	N-acetylmuramoyl-L-alanine amidase`	PF01832.17`Glucosaminidase`Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase;PF04276.9`DUF443`Protein of unknown function (DUF443)	WP_024862560.1`N-acetylmuramidase	N-acetylmuramidase [Pediococcus acidilactici]	TIGR03715`KxYKxGKxW: KxYKxGKxW signal peptide;TIGR02541`flagell_FlgJ: flagellar rod assembly protein/muramidase FlgJ	-	-	-	GO:0005576`extracellular region`cellular_component;GO:0008745`N-acetylmuramoyl-L-alanine amidase activity`molecular_function;GO:0071555`cell wall organization`biological_process;GO:0019835`cytolysis`biological_process;GO:0009253`peptidoglycan catabolic process`biological_process;GO:0042742`defense response to bacterium`biological_process
assembly_00065	-	-	WP_024862745.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01837	Uncharacterized protein YeaO`	PF04343.10`DUF488`Protein of unknown function, DUF488	WP_024863171.1`DUF488 family protein	DUF488 family protein [Pediococcus acidilactici]	-	Uncharacterized conserved protein YeaO, DUF488 family`Function unknown`S	-	-	-
assembly_01517	-	-	WP_002831149.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01030	Uncharacterized transporter HI_0092`	PF02447.13`GntP_permease`GntP family permease;PF03600.13`CitMHS`Citrate transporter;PF13726.3`Na_H_antiport_2`Na+-H+ antiporter family;PF03553.11`Na_H_antiporter`Na+/H+ antiporter family	WP_024862335.1`GntP family permease	GntP family permease [Pediococcus acidilactici]	TIGR00791`gntP: transporter, gluconate:H+ symporter (GntP) family	H+/gluconate symporter or related permease`Carbohydrate transport and metabolism`G	-	-	GO:0005887`integral component of plasma membrane`cellular_component;GO:0015128`gluconate transmembrane transporter activity`molecular_function
assembly_01130	LexA repressor`	PF01325.16`Fe_dep_repress`Iron dependent repressor, N-terminal DNA binding domain;PF12802.4`MarR_2`MarR family;PF01047.19`MarR`MarR family;PF00717.20`Peptidase_S24`Peptidase S24-like;PF01726.13`LexA_DNA_bind`LexA DNA binding domain;PF13412.3`HTH_24`Winged helix-turn-helix DNA-binding;PF08279.9`HTH_11`HTH domain;PF13463.3`HTH_27`Winged helix DNA-binding domain;PF09339.7`HTH_IclR`IclR helix-turn-helix domain	WP_024862385.1`transcriptional repressor LexA	transcriptional repressor LexA [Pediococcus acidilactici]	TIGR00498`lexA: repressor LexA	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)`Transcription`K	-	-	GO:0004252`serine-type endopeptidase activity`molecular_function;GO:0006260`DNA replication`biological_process;GO:0045892`negative regulation of transcription, DNA-templated`biological_process;GO:0006281`DNA repair`biological_process;GO:0003677`DNA binding`molecular_function;GO:0009432`SOS response`biological_process
