Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Mass	EC number	Pathway	Function [CC]	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology IDs	Gene Ontology (molecular function)	Subcellular location [CC]
F9URZ3	F9URZ3_LACPL	Hypothetical membrane protein	lp_2901	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	1106	lp_2901	115315					membrane [GO:0016020]	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]	GO:0016020; GO:0140359	ABC-type transporter activity [GO:0140359]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
F9URZ4	F9URZ4_LACPL	Transcription regulator, TetR family	lp_2902	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	215	lp_2902	24456						DNA binding [GO:0003677]	GO:0003677	DNA binding [GO:0003677]	
F9URZ5	F9URZ5_LACPL	Transcription regulator, ArsR family	lp_2903	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	109	lp_2903	12747						DNA-binding transcription factor activity [GO:0003700]	GO:0003700	DNA-binding transcription factor activity [GO:0003700]	
F9URZ7	F9URZ7_LACPL	Acetyltransferase, GNAT family (EC 2.3.1.-)	lp_2907	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	181	lp_2907	21451	2.3.1.-					acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	
F9URZ8	F9URZ8_LACPL	Acetyltransferase, GNAT family (EC 2.3.1.-)	lp_2909	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	175	lp_2909	19716	2.3.1.-					acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	
F9URZ9	F9URZ9_LACPL	Membrane-bound protease, CAAX family	lp_2911	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	401	lp_2911	44562				CAAX-box protein processing [GO:0071586]	membrane [GO:0016020]	membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]	GO:0004222; GO:0016020; GO:0071586	metalloendopeptidase activity [GO:0004222]	
F9US00	F9US00_LACPL	ABC transporter, ATP-binding protein	lp_2912	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	540	lp_2912	60219						ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	
F9US01	F9US01_LACPL	Hydrolase, HAD superfamily, Cof family	lp_2913	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	264	lp_2913	28578						phosphatase activity [GO:0016791]	GO:0016791	phosphatase activity [GO:0016791]	
F9US02	F9US02_LACPL	Hypothetical membrane protein, DUF2207 family	lp_2914	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	610	lp_2914	66773					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US03	F9US03_LACPL	Excinuclease ABC, subunit A	uvrA3 lp_2915	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	835	lp_2915	89581				DNA repair [GO:0006281]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; DNA repair [GO:0006281]	GO:0003677; GO:0004518; GO:0005524; GO:0005737; GO:0006281; GO:0046872	ATP binding [GO:0005524]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	
F9US04	F9US04_LACPL	Transport protein, major facilitator superfamily (MFS)	lp_2917	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	404	lp_2917	43496					plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.
F9US05	F9US05_LACPL	Transcription regulator, TetR family	ropB lp_2918	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	303	lp_2918	34719						DNA binding [GO:0003677]	GO:0003677	DNA binding [GO:0003677]	
F9US07	F9US07_LACPL	Proline-containing amino acid or peptide transport protein	lp_2920	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	455	lp_2920	49674					membrane [GO:0016020]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857	transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
F9US08	F9US08_LACPL	Transport protein, major facilitator superfamily (MFS)	lp_2921	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	416	lp_2921	45636					plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
F9US09	F9US09_LACPL	Nucleotide pyrophosphatase	npp lp_2922	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	447	lp_2922	49878									
F9US10	F9US10_LACPL	Lipase/esterase	lp_2923	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	276	lp_2923	30419						aminopeptidase activity [GO:0004177]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]	GO:0004177; GO:0042802; GO:0046872	aminopeptidase activity [GO:0004177]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]	
F9US11	F9US11_LACPL	Transcription regulator, GntR family	lp_2924	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	239	lp_2924	27260				DNA-templated transcription [GO:0006351]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription [GO:0006351]	GO:0003677; GO:0003700; GO:0006351	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	
F9US12	F9US12_LACPL	Cell surface protein, LPXTG-motif cell wall anchor	lp_2925	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	833	lp_2925	89527					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US13	F9US13_LACPL	Cytochrome b5 heme-binding domain-containing protein	lp_2926	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	80	lp_2926	8359									
F9US14	F9US14_LACPL	PTS system, EIIA component (EC 2.7.1.69)	pts21A lp_2927	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	177	lp_2927	18857	2.7.1.69			phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]		D-glucosamine PTS permease activity [GO:0103111]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0009401; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]	
F9US15	F9US15_LACPL	Diguanylate cyclase/phosphodiesterase, GGDEF domain	lp_2929	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	376	lp_2929	44138					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US16	F9US16_LACPL	Diguanylate cyclase/phosphodiesterase, EAL domain	lp_2930	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	226	lp_2930	26122									
F9US18	F9US18_LACPL	Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2)	nrdD lp_2932	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	740	lp_2932	83731	1.17.4.2			DNA replication [GO:0006260]		ATP binding [GO:0005524]; ribonucleoside-triphosphate reductase activity [GO:0008998]; DNA replication [GO:0006260]	GO:0005524; GO:0006260; GO:0008998	ATP binding [GO:0005524]; ribonucleoside-triphosphate reductase activity [GO:0008998]	
F9US19	F9US19_LACPL	Lipoprotein	lp_2934	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	157	lp_2934	17311									
F9US20	F9US20_LACPL	Formylmethionine deformylase (EC 3.5.1.31)	def2 lp_2935	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	136	lp_2935	15047	3.5.1.31					formylmethionine deformylase activity [GO:0008463]; peptide deformylase activity [GO:0042586]	GO:0008463; GO:0042586	formylmethionine deformylase activity [GO:0008463]; peptide deformylase activity [GO:0042586]	
F9US23	F9US23_LACPL	Integral membrane protein	lp_2939	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	65	lp_2939	7330					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US24	F9US24_LACPL	Cell surface protein, LPXTG-motif cell wall anchor	lp_2940	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	419	lp_2940	44286					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US25	F9US25_LACPL	Transcription regulator, LysR family	lp_2942	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	300	lp_2942	34175				DNA-templated transcription [GO:0006351]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription [GO:0006351]	GO:0003677; GO:0003700; GO:0006351	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	
F9US26	F9US26_LACPL	Cation transport protein	lp_2943	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	459	lp_2943	49336					membrane [GO:0016020]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857	transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
F9US28	F9US28_LACPL	Zinc-ribbon domain-containing protein	lp_2948	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	482	lp_2948	53324					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US29	F9US29_LACPL	Hypothetical membrane protein	lp_2949	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	323	lp_2949	35353					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US30	F9US30_LACPL	Bacteriocin immunity protein	lp_2952	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	88	lp_2952	9906				bacteriocin immunity [GO:0030153]		bacteriocin immunity [GO:0030153]	GO:0030153		
F9US31	F9US31_LACPL	Esterase	lp_2953	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	249	lp_2953	27009				proteolysis [GO:0006508]		aminopeptidase activity [GO:0004177]; proteolysis [GO:0006508]	GO:0004177; GO:0006508	aminopeptidase activity [GO:0004177]	
F9US32	F9US32_LACPL	Hypothetical membrane protein	lp_2954	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	364	lp_2954	37511				phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0005886; GO:0008982; GO:0009401	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
F9US35	F9US35_LACPL	Uncharacterized protein	lp_0004	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	77	lp_0004	8661						RNA binding [GO:0003723]	GO:0003723	RNA binding [GO:0003723]	
F9US45	F9US45_LACPL	Transport protein, major facilitator superfamily (MFS)	lp_0015	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	407	lp_0015	45622					plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
F9US48	F9US48_LACPL	Oligopeptide ABC transporter,oligopeptide-binding protein	lp_0018	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	538	lp_0018	59728				transmembrane transport [GO:0055085]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; transmembrane transport [GO:0055085]	GO:0042597; GO:0043190; GO:0055085		
F9US51	F9US51_LACPL	Glucose-1-P adenylyltransferase, regulatory subunit	glgD lp_0022	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	390	lp_0022	43143				glycogen biosynthetic process [GO:0005978]		glucose-1-phosphate adenylyltransferase activity [GO:0008878]; glycogen biosynthetic process [GO:0005978]	GO:0005978; GO:0008878	glucose-1-phosphate adenylyltransferase activity [GO:0008878]	
F9US54	F9US54_LACPL	Maltodextrin glucosidase (EC 3.2.1.20)	malZ lp_0025	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	605	lp_0025	69505	3.2.1.20					maltose alpha-glucosidase activity [GO:0032450]	GO:0032450	maltose alpha-glucosidase activity [GO:0032450]	
F9US55	F9US55_LACPL	Hydrolase, HAD superfamily, Cof family	lp_0026	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	255	lp_0026	28753						phosphatase activity [GO:0016791]	GO:0016791	phosphatase activity [GO:0016791]	
F9US57	F9US57_LACPL	Kojibiose-like phosphorylase, specific (EC 2.4.1.-)	lp_0028	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	906	lp_0028	102193	2.4.1.-			carbohydrate metabolic process [GO:0005975]; organic substance catabolic process [GO:1901575]		carbohydrate binding [GO:0030246]; glycosyltransferase activity [GO:0016757]; carbohydrate metabolic process [GO:0005975]; organic substance catabolic process [GO:1901575]	GO:0005975; GO:0016757; GO:0030246; GO:1901575	carbohydrate binding [GO:0030246]; glycosyltransferase activity [GO:0016757]	
F9US58	F9US58_LACPL	Pyridoxamine 5'-phosphate oxidase family protein, FMN-binding	lp_0030	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	149	lp_0030	17202									
F9US60	F9US60_LACPL	Uncharacterized protein	lp_0032	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	74	lp_0032	8423									
F9US63	F9US63_LACPL	Regulator of two-component system, YycH family	lp_0038	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	441	lp_0038	50161					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US64	F9US64_LACPL	Regulator of two-component system, YycI family	lp_0039	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	284	lp_0039	31477					membrane [GO:0016020]	membrane [GO:0016020]	GO:0016020		
F9US65	F9US65_LACPL	Zn-dependent hydrolase, beta-lactamase superfamily	lp_0041	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	271	lp_0041	30106						hydrolase activity [GO:0016787]	GO:0016787	hydrolase activity [GO:0016787]	
F9US68	F9US68_LACPL	Transcription regulator, TetR family	lp_0046	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	191	lp_0046	21873					membrane [GO:0016020]	membrane [GO:0016020]; DNA binding [GO:0003677]	GO:0003677; GO:0016020	DNA binding [GO:0003677]	
F9US69	F9US69_LACPL	Aldehyde dehydrogenase	calB lp_0047	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	476	lp_0047	52621				cellular aldehyde metabolic process [GO:0006081]		oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; cellular aldehyde metabolic process [GO:0006081]	GO:0006081; GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	
F9US70	F9US70_LACPL	Uracil-DNA glycosylase family protein	lp_0048	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	210	lp_0048	24100									
F9US71	F9US71_LACPL	Nitrobenzoate reductase	pnbA lp_0050	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	216	lp_0050	23906						oxidoreductase activity [GO:0016491]	GO:0016491	oxidoreductase activity [GO:0016491]	
F9US73	F9US73_LACPL	Fibronectin-binding protein	lp_0053	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	215	lp_0053	24084									
F9US74	F9US74_LACPL	DUF2785 domain-containing protein	lp_0054	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	277	lp_0054	32116									
F9US75	F9US75_LACPL	Fumarate reductase, flavoprotein subunit (EC 1.3.99.1)	lp_0055	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	789	lp_0055	86254	1.3.99.1				membrane [GO:0016020]	membrane [GO:0016020]; FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]	GO:0010181; GO:0016020; GO:0016491	FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]	
F9US76	F9US76_LACPL	Divalent anion:sodium (Na+) symporter, DASS family	lp_0056	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	471	lp_0056	51496					membrane [GO:0016020]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857	transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
F9US77	F9US77_LACPL	Transcription regulator, LysR family	lp_0057	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	295	lp_0057	32706				DNA-templated transcription [GO:0006351]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription [GO:0006351]	GO:0003677; GO:0003700; GO:0006351	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	
F9US78	F9US78_LACPL	Flavoprotein	lp_0058	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	141	lp_0058	15140									
F9US79	F9US79_LACPL	Arsenate reductase (EC 1.20.4.1)	arsC lp_0059	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	141	lp_0059	15336	1.20.4.1			response to arsenic-containing substance [GO:0046685]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; arsenate reductase (glutaredoxin) activity [GO:0008794]; arsenate reductase (thioredoxin) activity [GO:0030612]; protein tyrosine phosphatase activity [GO:0004725]; response to arsenic-containing substance [GO:0046685]	GO:0004725; GO:0005737; GO:0008794; GO:0030612; GO:0046685	arsenate reductase (glutaredoxin) activity [GO:0008794]; arsenate reductase (thioredoxin) activity [GO:0030612]; protein tyrosine phosphatase activity [GO:0004725]	
