Gene_ID,Start,End,Strand,Nr_ID,Nr_Description,Kegg_Gene_Name,Kegg_Definition,Kegg_EC,Kegg_Pathway,GO_ID,GO_terms,COG_ID,COG_Description,CAZy_Subject_ID,CAZy_activities,CAZy_note
1_1789 ,1900736,1901677,-,WP_003640785.1,MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase [Lactobacillus],"galE, GALE",UDP-glucose 4-epimerase ,EC:5.1.3.2,ko00052 Galactose metabolism;ko00520 Amino sugar and nucleotide sugar metabolism;,GO:0003824,catalytic activity,gnl|CDD|223528,"COG0451, WcaG, Nucleoside-diphosphate-sugar epimerases [Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism].",AMJ47977.1,nan,nan
1_1790 ,1901693,1902514,-,SPX69819.1,polysaccharide biosynthesis protein [Lactobacillus plantarum subsp. plantarum],E3.1.3.48,protein-tyrosine phosphatase ,EC:3.1.3.48,,GO:0003824,catalytic activity,gnl|CDD|226870,"COG4464, CapC, Capsular polysaccharide biosynthesis protein [Carbohydrate transport and metabolism / Cell envelope biogenesis, outer membrane].",--,--,--
1_1791 ,1902453,1903160,-,WP_003640787.1,MULTISPECIES: polysaccharide biosynthesis tyrosine autokinase [Lactobacillus],E3.1.3.48,protein-tyrosine phosphatase ,EC:3.1.3.48,,GO:0045226,extracellular polysaccharide biosynthetic process,gnl|CDD|223563,"COG0489, Mrp, ATPases involved in chromosome partitioning [Cell division and chromosome partitioning].",--,--,--
1_1792 ,1903178,1903936,-,WP_003640788.1,MULTISPECIES: polysaccharide biosynthesis protein [Lactobacillus],--,--,--,--,GO:0009103,lipopolysaccharide biosynthetic process,gnl|CDD|226453,"COG3944, COG3944, Capsular polysaccharide biosynthesis protein [Cell envelope biogenesis, outer membrane].",--,--,--
1_1793 ,1904359,1906173,-,WP_013355666.1,MULTISPECIES: excinuclease ABC subunit UvrC [Lactobacillus],uvrC,excinuclease ABC subunit C,--,ko03420 Nucleotide excision repair;,GO:0005515,protein binding,gnl|CDD|223399,"COG0322, UvrC, Nuclease subunit of the excinuclease complex [DNA replication, recombination, and repair].",--,--,--
1_1794 ,1906356,1907096,-,WP_003640790.1,MULTISPECIES: amino acid ABC transporter ATP-binding protein [Lactobacillus],ABC.PA.A,polar amino acid transport system ATP-binding protein ,EC:3.6.3.21,,GO:0003333,amino acid transmembrane transport,gnl|CDD|224051,"COG1126, GlnQ, ABC-type polar amino acid transport system, ATPase component [Amino acid transport and metabolism].",--,--,--
1_1795 ,1907089,1908564,-,ACT62656.1,"glutamine ABC transporter, substrate binding and permease protein [Lactobacillus plantarum JDM1]",ABC.PA.P,polar amino acid transport system permease protein,--,,GO:0016020,membrane,gnl|CDD|223836,"COG0765, HisM, ABC-type amino acid transport system, permease component [Amino acid transport and metabolism].",--,--,--
1_1796 ,1908770,1908940,+,WP_003640792.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_1797 ,1908995,1909402,-,WP_003644577.1,MULTISPECIES: iron-sulfur cluster biosynthesis family protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_1798 ,1909649,1909993,-,AGE39656.1,NTP pyrophosphohydrolase [Lactobacillus plantarum ZJ316],engB,GTP-binding protein,--,,--,--,gnl|CDD|224608,"COG1694, MazG, Predicted pyrophosphatase [General function prediction only].",--,--,--
1_1799 ,1909947,1910540,-,WP_003640795.1,MULTISPECIES: YihA family ribosome biogenesis GTP-binding protein [Lactobacillus],engB,GTP-binding protein,--,,GO:0005525,GTP binding,gnl|CDD|223296,"COG0218, COG0218, Predicted GTPase [General function prediction only].",--,--,--
1_1800 ,1910699,1911964,-,WP_003640796.1,MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpX [Lactobacillus],"clpX, CLPX",ATP-dependent Clp protease ATP-binding subunit ClpX,--,ko04112 Cell cycle - Caulobacter;,GO:0005524,ATP binding,gnl|CDD|224140,"COG1219, ClpX, ATP-dependent protease Clp, ATPase subunit [Posttranslational modification, protein turnover, chaperones].",--,--,--
1_1801 ,1912259,1913581,-,WP_003640797.1,MULTISPECIES: trigger factor [Lactobacillus],tig,trigger factor,--,,GO:0006457,protein folding,gnl|CDD|223618,"COG0544, Tig, FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor) [Posttranslational modification, protein turnover, chaperones].",--,--,--
1_1802 ,1913785,1914972,-,WP_003640798.1,MULTISPECIES: elongation factor Tu [Bacteria],"tuf, TUFM",elongation factor Tu,--,,GO:0003746,translation elongation factor activity,gnl|CDD|223128,"COG0050, TufB, GTPases - translation elongation factors [Translation, ribosomal structure and biogenesis].",--,--,--
1_1803 ,1915187,1916101,-,WP_013355668.1,hypothetical protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_1804 ,1916164,1917888,-,WP_003640800.1,MULTISPECIES: ribonuclease J [Lactobacillus],rnj,ribonuclease J ,EC:3.1.-.-,ko03018 RNA degradation;,GO:0003723,RNA binding,gnl|CDD|223668,"COG0595, COG0595, mRNA degradation ribonucleases J1/J2 (metallo-beta-lactamase superfamily) [Translation, ribosomal structure and biogenesis; Replication, recombination and repair].",--,--,--
1_1805 ,1917908,1918780,-,WP_003640801.1,MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase [Lactobacillus],dapA,4-hydroxy-tetrahydrodipicolinate synthase ,EC:4.3.3.7,ko00261 Monobactam biosynthesis;ko00300 Lysine biosynthesis;ko01230 Biosynthesis of amino acids;,GO:0003824,catalytic activity,gnl|CDD|223406,"COG0329, DapA, Dihydrodipicolinate synthase/N-acetylneuraminate lyase [Amino acid transport and metabolism / Cell envelope biogenesis, outer membrane].",--,--,--
1_1806 ,1918898,1920100,-,WP_003644579.1,MULTISPECIES: MFS transporter [Lactobacillus],mdtG,"MFS transporter, DHA1 family, multidrug resistance protein",--,,GO:0016021,integral component of membrane,gnl|CDD|225371,"COG2814, AraJ, Arabinose efflux permease [Carbohydrate transport and metabolism].",--,--,--
1_1807 ,1920237,1920506,-,WP_003639022.1,MULTISPECIES: 30S ribosomal protein S15 [Lactobacillus],"RP-S15, MRPS15, rpsO",small subunit ribosomal protein S15,--,ko03010 Ribosome;,GO:0003735,structural constituent of ribosome,gnl|CDD|223262,"COG0184, RpsO, Ribosomal protein S15P/S13E [Translation, ribosomal structure and biogenesis].",--,--,--
1_1808 ,1920734,1920988,+,WP_003645660.1,MULTISPECIES: 30S ribosomal protein S20 [Lactobacillus],"RP-S20, rpsT",small subunit ribosomal protein S20,--,ko03010 Ribosome;,GO:0003723,RNA binding,gnl|CDD|223346,"COG0268, RpsT, Ribosomal protein S20 [Translation, ribosomal structure and biogenesis].",--,--,--
1_1809 ,1921165,1922226,-,WP_011101660.1,MULTISPECIES: DNA polymerase III subunit delta [Lactobacillus],"DPO3D1, holA",DNA polymerase III subunit delta ,EC:2.7.7.7,ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko03030 DNA replication;ko03430 Mismatch repair;ko03440 Homologous recombination;,GO:0003677,DNA binding,gnl|CDD|224383,"COG1466, HolA, DNA polymerase III, delta subunit [DNA replication, recombination, and repair].",--,--,--
1_1810 ,1922177,1924333,-,WP_016510987.1,MULTISPECIES: DNA internalization-related competence protein ComEC/Rec2 [Lactobacillus],comEC,competence protein ComEC,--,,GO:0016021,integral component of membrane,gnl|CDD|225212,"COG2333, ComEC, Predicted hydrolase (metallo-beta-lactamase superfamily) [General function prediction only].",--,--,--
1_1811 ,1924469,1924954,-,ACT62672.1,dCMP deaminase [Lactobacillus plantarum JDM1],comEB,dCMP deaminase ,EC:3.5.4.12,ko00240 Pyrimidine metabolism;,GO:0003824,catalytic activity,gnl|CDD|225042,"COG2131, ComEB, Deoxycytidylate deaminase [Nucleotide transport and metabolism].",--,--,--
1_1812 ,1925009,1925734,-,WP_013355671.1,MULTISPECIES: competence protein ComEA [Lactobacillus],comEA,competence protein ComEA,--,,GO:0003677,DNA binding,gnl|CDD|224472,"COG1555, ComEA, DNA uptake protein and related DNA-binding proteins [DNA replication, recombination, and repair].",ACL69451.1,"UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)",nan
1_1813 ,1925837,1926883,-,WP_003640808.1,MULTISPECIES: PDZ domain-containing protein [Lactobacillus],K07177,Lon-like protease,--,ko02024 Quorum sensing;,GO:0004176,ATP-dependent peptidase activity,gnl|CDD|226011,"COG3480, SdrC, Predicted secreted protein containing a PDZ domain [Signal transduction mechanisms].",--,--,--
1_1814 ,1926876,1927367,-,WP_003644584.1,MULTISPECIES: pantetheine-phosphate adenylyltransferase [Lactobacillus],"E2.7.7.3A, coaD, kdtB",pantetheine-phosphate adenylyltransferase ,EC:2.7.7.3,ko00770 Pantothenate and CoA biosynthesis;,GO:0003824,catalytic activity,gnl|CDD|223741,"COG0669, CoaD, Phosphopantetheine adenylyltransferase [Coenzyme metabolism].",--,--,--
1_1815 ,1927371,1927934,-,WP_003644585.1,MULTISPECIES: 16S rRNA (guanine(966)-N(2))-methyltransferase RsmD [Lactobacillus],--,--,--,--,GO:0003676,nucleic acid binding,gnl|CDD|223813,"COG0742, COG0742, N6-adenine-specific methylase [DNA replication, recombination, and repair].",--,--,--
1_1816 ,1927950,1928252,-,WP_003640811.1,MULTISPECIES: DUF2129 domain-containing protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|226877,"COG4471, COG4471, Uncharacterized protein conserved in bacteria [Function unknown].",--,--,--
1_1817 ,1928413,1931844,-,WP_011101664.1,MULTISPECIES: pyruvate carboxylase [Lactobacillus],"PC, pyc",pyruvate carboxylase ,EC:6.4.1.1,ko00020 Citrate cycle (TCA cycle);ko00620 Pyruvate metabolism;ko00720 Carbon fixation pathways in prokaryotes;ko01200 Carbon metabolism;ko01230 Biosynthesis of amino acids;,GO:0003824,catalytic activity,gnl|CDD|223968,"COG1038, PycA, Pyruvate carboxylase [Energy production and conversion].",--,--,--
1_1818 ,1931875,1933041,-,WP_003645668.1,MULTISPECIES: FtsW/RodA/SpoVE family cell cycle protein [Lactobacillus],"ftsW, spoVE",cell division protein FtsW,--,ko04112 Cell cycle - Caulobacter;,GO:0016021,integral component of membrane,gnl|CDD|223843,"COG0772, FtsW, Bacterial cell division membrane protein [Cell division and chromosome partitioning].",ADB31951.1,"1,2-diacylglycerol 3-beta-galactosyltransferase (EC 2.4.1.46); 1,2-diacylglycerol 3-beta-glucosyltransferase (EC 2.4.1.157);  UDP-GlcNAc: Und-PP-MurAc-pentapeptide beta-N-acetylglucosaminyltransferase (EC 2.4.1.227).",Distantly related to family GT1
1_1819 ,1933504,1935090,-,PME03625.1,hypothetical protein S101520_00772 [Lactobacillus plantarum subsp. plantarum],--,--,--,--,--,--,--,--,--,--,--
1_1820 ,1935195,1936547,-,EFK29503.1,putative glycosyltransferase TIGR03111 [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],--,--,--,--,--,--,gnl|CDD|224136,"COG1215, COG1215, Glycosyltransferases, probably involved in cell wall biogenesis [Cell envelope biogenesis, outer membrane].",ALV14613.1,"cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenolÃ¯Â¿Â½mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)","Distant similarity to families GT12, GT21, GT27, GT55, GT81 etc."
1_1821 ,1936547,1937146,-,WP_003640816.1,MULTISPECIES: exosortase family protein XrtG [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_1822 ,1938078,1939379,-,WP_011101668.1,MULTISPECIES: Firmicu-CTERM sorting domain-containing protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_1823 ,1939647,1941485,-,WP_003644590.1,MULTISPECIES: translational GTPase TypA [Lactobacillus],"typA, bipA",GTP-binding protein,--,,GO:0003924,GTPase activity,gnl|CDD|224138,"COG1217, TypA, Predicted membrane GTPase involved in stress response [Signal transduction mechanisms].",--,--,--
1_1824 ,1941675,1942448,-,WP_003640819.1,MULTISPECIES: inositol monophosphatase family protein [Lactobacillus],"E3.1.3.25, IMPA, suhB",myo-inositol-1(or 4)-monophosphatase ,EC:3.1.3.25,ko00521 Streptomycin biosynthesis;ko00562 Inositol phosphate metabolism;ko04070 Phosphatidylinositol signaling system;,GO:0046854,phosphatidylinositol phosphorylation,gnl|CDD|223559,"COG0483, SuhB, Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family [Carbohydrate transport and metabolism].",--,--,--
1_1825 ,1942459,1942746,-,WP_011101669.1,MULTISPECIES: UPF0223 family protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|226882,"COG4476, COG4476, Uncharacterized protein conserved in bacteria [Function unknown].",--,--,--
1_1826 ,1942739,1943671,-,WP_011101670.1,MULTISPECIES: lactate dehydrogenase [Lactobacillus],--,--,--,--,GO:0003824,catalytic activity,gnl|CDD|223117,"COG0039, Mdh, Malate/lactate dehydrogenases [Energy production and conversion].",--,--,--
1_1827 ,1944076,1945488,-,WP_003640822.1,MULTISPECIES: dihydrolipoyl dehydrogenase [Lactobacillus],"DLD, lpd, pdhD",dihydrolipoamide dehydrogenase ,EC:1.8.1.4,"ko00010 Glycolysis / Gluconeogenesis;ko00020 Citrate cycle (TCA cycle);ko00260 Glycine, serine and threonine metabolism;ko00280 Valine, leucine and isoleucine degradation;ko00620 Pyruvate metabolism;ko00630 Glyoxylate and dicarboxylate metabolism;ko00640 Propanoate metabolism;ko01200 Carbon metabolism;",GO:0004148,dihydrolipoyl dehydrogenase activity,gnl|CDD|224169,"COG1249, Lpd, Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes [Energy production and conversion].",--,--,--
1_1828 ,1945496,1946812,-,WP_003644592.1,MULTISPECIES: branched-chain alpha-keto acid dehydrogenase subunit E2 [Lactobacillus],"DLAT, aceF, pdhC",pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) ,EC:2.3.1.12,ko00010 Glycolysis / Gluconeogenesis;ko00020 Citrate cycle (TCA cycle);ko00620 Pyruvate metabolism;ko01200 Carbon metabolism;,GO:0016746,"transferase activity, transferring acyl groups",gnl|CDD|223582,"COG0508, AceF, Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes [Energy production and conversion].",--,--,--
1_1829 ,1946870,1947847,-,WP_128383393.1,alpha-ketoacid dehydrogenase subunit beta [Lactobacillus plantarum],"PDHB, pdhB",pyruvate dehydrogenase E1 component beta subunit ,EC:1.2.4.1,ko00010 Glycolysis / Gluconeogenesis;ko00020 Citrate cycle (TCA cycle);ko00620 Pyruvate metabolism;ko01200 Carbon metabolism;ko04066 HIF-1 signaling pathway;ko04922 Glucagon signaling pathway;ko05230 Central carbon metabolism in cancer;,GO:0003824,catalytic activity,gnl|CDD|223101,"COG0022, AcoB, Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit [Energy production and conversion].",--,--,--
1_1830 ,1947849,1948961,-,WP_022638187.1,MULTISPECIES: pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha [Lactobacillus],"PDHA, pdhA",pyruvate dehydrogenase E1 component alpha subunit ,EC:1.2.4.1,ko00010 Glycolysis / Gluconeogenesis;ko00020 Citrate cycle (TCA cycle);ko00620 Pyruvate metabolism;ko01200 Carbon metabolism;ko04066 HIF-1 signaling pathway;ko04922 Glucagon signaling pathway;ko05230 Central carbon metabolism in cancer;,GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",gnl|CDD|223997,"COG1071, AcoA, Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit [Energy production and conversion].",--,--,--
1_1831 ,1949246,1949806,+,WP_003645922.1,MULTISPECIES: peptide deformylase [Lactobacillus],"PDF, def",peptide deformylase ,EC:3.5.1.88,,--,--,gnl|CDD|223320,"COG0242, Def, N-formylmethionyl-tRNA deformylase [Translation, ribosomal structure and biogenesis].",--,--,--
1_1832 ,1949836,1950342,-,WP_129637379.1,hypothetical protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_1833 ,1950625,1950843,+,WP_003640827.1,MULTISPECIES: DUF1447 family protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|227790,"COG5503, COG5503, Uncharacterized conserved small protein [Function unknown].",--,--,--
1_1834 ,1950840,1952516,+,WP_003640828.1,MULTISPECIES: ribonuclease J [Lactobacillus],rnj,ribonuclease J ,EC:3.1.-.-,ko03018 RNA degradation;,GO:0003723,RNA binding,gnl|CDD|223668,"COG0595, COG0595, mRNA degradation ribonucleases J1/J2 (metallo-beta-lactamase superfamily) [Translation, ribosomal structure and biogenesis; Replication, recombination and repair].",--,--,--
1_1835 ,1952579,1953538,+,WP_013355677.1,MULTISPECIES: diacylglycerol kinase family lipid kinase [Lactobacillus],--,--,--,--,GO:0003951,NAD+ kinase activity,gnl|CDD|224513,"COG1597, LCB5, Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase [Lipid metabolism / General function prediction only].",--,--,--
1_1836 ,1953622,1954884,-,WP_013355194.1,MULTISPECIES: ISL3-like element ISP1 family transposase [Lactobacillus],--,--,--,--,--,--,gnl|CDD|225995,"COG3464, COG3464, Transposase and inactivated derivatives [DNA replication, recombination, and repair].",--,--,--
1_1837 ,1955201,1955404,-,WP_003645925.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_1838 ,1955578,1957068,-,WP_013355678.1,peptidoglycan endopeptidase [Lactobacillus plantarum],--,--,--,--,--,--,gnl|CDD|223862,"COG0791, Spr, Cell wall-associated hydrolases (invasion-associated proteins) [Cell envelope biogenesis, outer membrane].",AMX10699.1,"Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below.",Also known as LysM domains
1_1839 ,1957428,1958393,-,WP_003645927.1,MULTISPECIES: ribose-phosphate diphosphokinase [Lactobacillus],"PRPS, prsA",ribose-phosphate pyrophosphokinase ,EC:2.7.6.1,ko00030 Pentose phosphate pathway;ko00230 Purine metabolism;ko01200 Carbon metabolism;ko01230 Biosynthesis of amino acids;,GO:0000287,magnesium ion binding,gnl|CDD|223538,"COG0462, PrsA, Phosphoribosylpyrophosphate synthetase [Nucleotide transport and metabolism / Amino acid transport and metabolism].",--,--,--
1_1840 ,1958548,1961097,-,WP_013355679.1,MULTISPECIES: ATP-dependent RecD-like DNA helicase [Lactobacillus],recD,exodeoxyribonuclease V alpha subunit ,EC:3.1.11.5,ko03440 Homologous recombination;,GO:0003677,DNA binding,gnl|CDD|223581,"COG0507, RecD, ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member [DNA replication, recombination, and repair].",--,--,--
